locus_id,source_book_identifier,canonical_book,chapter,verse,kind,resolution_status,unresolved_fields,field_statuses
KQL_JER_039_012_0011,Jer,JER,39,12,ketiv_only,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_040_003_0014,Jer,JER,40,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_043_010_0026,Jer,JER,43,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_043_011_0001,Jer,JER,43,11,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_048_004_0005,Jer,JER,48,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_048_005_0003,Jer,JER,48,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_048_018_0003,Jer,JER,48,18,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_048_020_0007,Jer,JER,48,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JER_048_044_0001,Jer,JER,48,44,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_049_030_0018,Jer,JER,49,30,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_050_006_0009,Jer,JER,50,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_050_011_0014,Jer,JER,50,11,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JER_050_015_0007,Jer,JER,50,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_050_044_0011,Jer,JER,50,44,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_051_003_0003,Jer,JER,51,3,ketiv_only,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_051_034_0001,Jer,JER,51,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_051_034_0003,Jer,JER,51,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_051_034_0008,Jer,JER,51,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_051_034_0012,Jer,JER,51,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_051_034_0018,Jer,JER,51,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_052_031_0030,Jer,JER,52,31,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JER_052_032_0009,Jer,JER,52,32,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_001_004_0011,Job,JOB,1,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_002_007_0013,Job,JOB,2,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_005_018_0006,Job,JOB,5,18,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_006_002_0005,Job,JOB,6,2,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_006_021_0004,Job,JOB,6,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_006_029_0006,Job,JOB,6,29,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_007_005_0004,Job,JOB,7,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_009_013_0005,Job,JOB,9,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_009_030_0003,Job,JOB,9,30,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_010_020_0004,Job,JOB,10,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_010_020_0006,Job,JOB,10,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_013_015_0003,Job,JOB,13,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_014_005_0007,Job,JOB,14,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_015_015_0002,Job,JOB,15,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_015_022_0006,Job,JOB,15,22,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_015_031_0003,Job,JOB,15,31,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_019_029_0011,Job,JOB,19,29,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_020_011_0003,Job,JOB,20,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_021_020_0002,Job,JOB,21,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_024_001_0006,Job,JOB,24,1,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_026_012_0004,Job,JOB,26,12,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_026_014_0004,Job,JOB,26,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_026_014_0012,Job,JOB,26,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_027_015_0001,Job,JOB,27,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_030_011_0002,Job,JOB,30,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_031_011_0005,Job,JOB,31,11,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_031_020_0004,Job,JOB,31,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_033_019_0005,Job,JOB,33,19,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_033_021_0004,Job,JOB,33,21,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_033_028_0002,Job,JOB,33,28,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_033_028_0006,Job,JOB,33,28,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_037_012_0004,Job,JOB,37,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_038_001_0005,Job,JOB,38,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_038_012_0004,Job,JOB,38,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_038_041_0006,Job,JOB,38,41,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_039_026_0005,Job,JOB,39,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_039_030_0001,Job,JOB,39,30,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_040_006_0005,Job,JOB,40,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_040_017_0006,Job,JOB,40,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_041_004_0001,Job,JOB,41,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_042_011_0006,Job,JOB,42,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOB_042_016_0008,Job,JOB,42,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_002_013_0009,Josh,JOS,2,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_003_004_0005,Josh,JOS,3,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_003_016_0010,Josh,JOS,3,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_004_018_0002,Josh,JOS,4,18,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_005_001_0027,Josh,JOS,5,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_006_005_0005,Josh,JOS,6,5,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_006_007_0001,Josh,JOS,6,7,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_007_021_0001,Josh,JOS,7,21,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_008_011_0015,Josh,JOS,8,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_008_016_0005,Josh,JOS,8,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_009_007_0001,Josh,JOS,9,7,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_015_004_0006,Josh,JOS,15,4,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_015_047_0011,Josh,JOS,15,47,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_015_053_0001,Josh,JOS,15,53,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_016_003_0014,Josh,JOS,16,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_018_012_0017,Josh,JOS,18,12,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_018_014_0015,Josh,JOS,18,14,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_018_019_0008,Josh,JOS,18,19,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_019_022_0004,Josh,JOS,19,22,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_019_029_0011,Josh,JOS,19,29,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_022_007_0012,Josh,JOS,22,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_024_003_0013,Josh,JOS,24,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_024_008_0001,Josh,JOS,24,8,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_JOS_024_015_0020,Josh,JOS,24,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_001_006_0002,Lam,LAM,1,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_001_011_0007,Lam,LAM,1,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_001_018_0010,Lam,LAM,1,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_002_002_0003,Lam,LAM,2,2,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_002_014_0011,Lam,LAM,2,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_002_019_0003,Lam,LAM,2,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_003_020_0003,Lam,LAM,3,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_003_032_0006,Lam,LAM,3,32,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_003_039_0007,Lam,LAM,3,39,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_004_003_0011,Lam,LAM,4,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_004_016_0011,Lam,LAM,4,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_004_017_0001,Lam,LAM,4,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_005_001_0006,Lam,LAM,5,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_005_003_0003,Lam,LAM,5,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_005_005_0005,Lam,LAM,5,5,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_005_007_0003,Lam,LAM,5,7,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_005_007_0005,Lam,LAM,5,7,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LAM_005_021_0004,Lam,LAM,5,21,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_LEV_009_022_0004,Lev,LEV,9,22,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LEV_011_021_0012,Lev,LEV,11,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LEV_016_021_0005,Lev,LEV,16,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_LEV_025_030_0014,Lev,LEV,25,30,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NAM_001_003_0004,Nah,NAM,1,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NAM_002_001_0017,Nah,NAM,2,1,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_NAM_002_006_0004,Nah,NAM,2,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NAM_003_003_0014,Nah,NAM,3,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_001_009_0014,Neh,NEH,1,9,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_002_013_0017,Neh,NEH,2,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_003_015_0015,Neh,NEH,3,15,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_003_030_0001,Neh,NEH,3,30,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_003_031_0001,Neh,NEH,3,31,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_004_007_0006,Neh,NEH,4,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_004_009_0012,Neh,NEH,4,9,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_005_009_0001,Neh,NEH,5,9,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_007_003_0001,Neh,NEH,7,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_012_009_0002,Neh,NEH,12,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_012_014_0001,Neh,NEH,12,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NEH_012_016_0001,Neh,NEH,12,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NUM_014_036_0009,Num,NUM,14,36,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_NUM_021_032_0008,Num,NUM,21,32,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_NUM_023_013_0004,Num,NUM,23,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NUM_032_007_0002,Num,NUM,32,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_NUM_034_004_0009,Num,NUM,34,4,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_OBA_001_011_0010,Obad,OBA,1,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_001_027_0002,Prov,PRO,1,27,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_002_008_0005,Prov,PRO,2,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_003_015_0003,Prov,PRO,3,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_003_027_0007,Prov,PRO,3,27,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_003_028_0003,Prov,PRO,3,28,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_003_034_0005,Prov,PRO,3,34,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_008_017_0002,Prov,PRO,8,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_011_003_0006,Prov,PRO,11,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_015_014_0005,Prov,PRO,15,14,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_016_027_0006,Prov,PRO,16,27,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_018_017_0004,Prov,PRO,18,17,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_018_019_0005,Prov,PRO,18,19,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_019_007_0012,Prov,PRO,19,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_020_004_0005,Prov,PRO,20,4,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_020_020_0006,Prov,PRO,20,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_021_029_0009,Prov,PRO,21,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_022_003_0004,Prov,PRO,22,3,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_022_025_0003,Prov,PRO,22,25,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_023_005_0001,Prov,PRO,23,5,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_023_024_0007,Prov,PRO,23,24,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_023_031_0008,Prov,PRO,23,31,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_024_017_0002,Prov,PRO,24,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_026_002_0008,Prov,PRO,26,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_026_024_0001,Prov,PRO,26,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_027_010_0002,Prov,PRO,27,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_027_020_0002,Prov,PRO,27,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_027_024_0008,Prov,PRO,27,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_028_008_0004,Prov,PRO,28,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_030_010_0005,Prov,PRO,30,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_030_018_0005,Prov,PRO,30,18,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PRO_031_018_0007,Prov,PRO,31,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_006_004_0004,Ps,PSA,6,4,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_010_005_0002,Ps,PSA,10,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_010_010_0006,Ps,PSA,10,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_017_011_0003,Ps,PSA,17,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_017_014_0008,Ps,PSA,17,14,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_024_006_0003,Ps,PSA,24,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_026_002_0004,Ps,PSA,26,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_030_004_0007,Ps,PSA,30,4,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_038_021_0007,Ps,PSA,38,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_039_001_0002,Ps,PSA,39,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_041_003_0004,Ps,PSA,41,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_042_009_0006,Ps,PSA,42,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_049_015_0010,Ps,PSA,49,15,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_055_016_0001,Ps,PSA,55,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_058_008_0007,Ps,PSA,58,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_059_011_0002,Ps,PSA,59,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_059_016_0002,Ps,PSA,59,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_060_007_0006,Ps,PSA,60,7,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_071_012_0007,Ps,PSA,71,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_071_020_0002,Ps,PSA,71,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_071_020_0008,Ps,PSA,71,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_074_006_0001,Ps,PSA,74,6,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_074_011_0006,Ps,PSA,74,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_077_020_0003,Ps,PSA,77,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_079_010_0007,Ps,PSA,79,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_092_016_0007,Ps,PSA,92,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_100_003_0008,Ps,PSA,100,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_102_024_0003,Ps,PSA,102,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_105_018_0003,Ps,PSA,105,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_105_028_0007,Ps,PSA,105,28,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_106_045_0006,Ps,PSA,106,45,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_119_079_0004,Ps,PSA,119,79,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
